pwsId,longitude,latitude,countryCode,country,locId,address,city
IDENPA1,115.226,-8.693,ID,Indonesia,IDBA0614:1:ID,"Denpasar Selatan, Denpasar, Bali, Indonesia",Denpasar
IDENPA1,115.236,-8.653,ID,Indonesia,IDBA1081:1:ID,"Denpasar Timur, Denpasar, Bali, Indonesia",Denpasar
IDENPA1,115.199,-8.665,ID,Indonesia,IDBA0956:1:ID,"Denpasar Barat, Denpasar, Bali, Indonesia",Denpasar
IDENPA1,115.212,-8.636,ID,Indonesia,IDBA0673:1:ID,"Denpasar Utara, Denpasar, Bali, Indonesia",Denpasar
KTXDENTO130,-97.133,33.215,US,United States,USTX0353:1:US,"Denton, Texas, United States",Denton
KMDDENTO12,-75.827,38.885,US,United States,USMD0126:1:US,"Denton, Maryland, United States",Denton
KNCDENTO8,-80.116,35.633,US,United States,USNC0182:1:US,"Denton, North Carolina, United States",Denton
KMTSTANF9,-109.948,47.319,US,United States,USMT0091:1:US,"Denton, Montana, United States",Denton
KGADENTO3,-82.694,31.723,US,United States,USGA0170:1:US,"Denton, Georgia, United States",Denton
KKYGRAYS8,-82.862,38.265,US,United States,USKY0831:1:US,"Denton, Kentucky, United States",Denton
KNEDENTO15,-96.846,40.738,US,United States,USNE0140:1:US,"Denton, Nebraska, United States",Denton
KCODENVE1098,-104.985,39.739,US,United States,USCO0105:1:US,"Denver, Colorado, United States",Denver
KNCDENVE17,-81.03,35.531,US,United States,USNC0183:1:US,"Denver, North Carolina, United States",Denver
KPADENVE30,-76.137,40.233,US,United States,USPA0397:1:US,"Denver, Pennsylvania, United States",Denver
KIADENVE3,-92.337,42.671,US,United States,USIA0229:1:US,"Denver, Iowa, United States",Denver
KINDENVE2,-86.079,40.866,US,United States,USIN0158:1:US,"Denver, Indiana, United States",Denver
KNYDENVE4,-74.552,42.238,US,United States,USNY0382:1:US,"Denver, New York, United States",Denver
IDERBY210,-1.476,52.921,GB,United Kingdom,GBXX0040:1:GB,"Derby, Derby, England, United Kingdom",Derby
KKSDERBY42,-97.269,37.546,US,United States,USKS0149:1:US,"Derby, Kansas, United States",Derby
KCTSHELT34,-73.089,41.322,US,United States,USCT0051:1:US,"Derby, Connecticut, United States",Derby
KNYDERBY22,-78.975,42.681,US,United States,USNY0386:1:US,"Derby, New York, United States",Derby
KVTDERBY5,-72.159,44.94,US,United States,USVT0056:1:US,"Derby, Vermont, United States",Derby
KNHDERRY25,-71.326,42.881,US,United States,USNH0053:1:US,"Derry, New Hampshire, United States",Derry
KPADERRY6,-79.3,40.334,US,United States,USPA0399:1:US,"Derry, Pennsylvania, United States",Derry
KIADESMO94,-93.605,41.591,US,United States,USIA0231:1:US,"Des Moines, Iowa, United States",Des Moines
KWASEATT2381,-122.31,47.399,US,United States,USWA0514:1:US,"Des Moines, Washington, United States",Des Moines
KNMDESMO11,-103.833,36.763,US,United States,USNM0091:1:US,"Des Moines, New Mexico, United States",Des Moines
KWADESMO19,-122.328,47.42,US,United States,USWA0514:1:US,"North Hill, Des Moines, Washington, United States",Des Moines
KWADESMO2,-122.314,47.354,US,United States,USWA0759:1:US,"Redondo, Des Moines, Washington, United States",Des Moines
KIADESMO94,-93.629,41.589,US,United States,USIA0231:1:US,"Downtown Des Moines, Des Moines, Iowa, United States",Des Moines
KIADESMO136,-93.616,41.531,US,United States,USIA0231:1:US,"Fort Des Moines, Des Moines, Iowa, United States",Des Moines
IWINDSOR38,-83.047,42.332,US,United States,USMI0229:1:US,"Detroit, Michigan, United States",Detroit
KORIDANH1,-122.151,44.735,US,United States,USOR0098:1:US,"Detroit, Oregon, United States",Detroit
KTXDETRO6,-95.266,33.663,US,United States,USTX0357:1:US,"Detroit, Texas, United States",Detroit
KMEDETRO1,-69.297,44.793,US,United States,USME0105:1:US,"Detroit, Maine, United States",Detroit
KALDETRO3,-88.17,34.028,US,United States,USAL0156:1:US,"Detroit, Alabama, United States",Detroit
KILPITTS18,-90.677,39.621,US,United States,USIL1358:1:US,"Detroit, Illinois, United States",Detroit
IDHAKA8,90.403,23.786,BD,Bangladesh,BDDB1621:1:BD,"Dhaka, Dhaka, Bangladesh",Dhaka
IDHAKA9,90.407,23.709,BD,Bangladesh,BDXX0003:1:BD,"Dhaka Kotwali Thana, Dhaka, Dhaka District, Dhaka, Bangladesh",Dhaka
ISHESH1,85.167,26.674,IN,India,INXX2020:1:IN,"Dhaka, Bihar, India",Dhaka
INSWDIAM2,152.538,-32.043,AU,Australia,AUXX7999:1:AU,"Diamond Beach, New South Wales, Australia",Diamond Beach
IBODRU8,27.266,37.375,TR,Türkiye,TRXX1173:1:TR,"Didim, Aydın, Türkiye",Didim
INEWBRUN43,-64.735,46.095,CA,Canada,CAXX9226:1:CA,"Dieppe, New Brunswick, Canada",Dieppe
I76DIEPP3,1.079,49.925,FR,France,FRXX0224:1:FR,"Dieppe, Seine-Maritime, France",Dieppe
IDIJON149,5.041,47.322,FR,France,FRXX0036:1:FR,"Dijon, Côte-d’Or, France",Dijon
IEASTERN49,27.664,-30.533,ZA,South Africa,ZAXX0632:1:ZA,"Dili, Eastern Cape, South Africa",Dili
I90581423,33.004,-3.258,TZ,Tanzania,TZXX4047:1:TZ,"Dodoma, Mwanza, Tanzania",Dodoma
IDOHA30,51.546,25.294,QA,Qatar,QAXX0043:1:QA,"Doha Port, Doha, Qatar",Doha
IDOHA74,51.568,25.269,QA,Qatar,QAXX0045:1:QA,"Doha International Airport, Doha, Qatar",Doha
IDORDR19,4.678,51.796,NL,Netherlands,NLXX7835:1:NL,"Dordrecht, South Holland, Netherlands",Dordrecht
IPAULP1,30.964,-27.413,ZA,South Africa,ZAXX9324:1:ZA,"Dordrecht, KwaZulu-Natal, South Africa",Dordrecht
IMALET1,27.049,-31.372,ZA,South Africa,ZAXX0166:1:ZA,"Dordrecht, Eastern Cape, South Africa",Dordrecht
IDORFG4,13.106,47.242,AT,Austria,ATSZ0097:1:AT,"Dorfgastein, Salzburg, Austria",Dorfgastein
IDORTM99,7.465,51.514,DE,Germany,DEXX0024:1:DE,"Dortmund, North Rhine-Westphalia, Germany",Dortmund
IDORTM99,7.461,51.511,DE,Germany,DEXX0024:1:DE,"City, Dortmund, North Rhine-Westphalia, Germany",Dortmund
IDORTM178,7.438,51.475,DE,Germany,DEXX7089:1:DE,"Hombruch, Dortmund, North Rhine-Westphalia, Germany",Dortmund
KALDOTHA80,-85.393,31.224,US,United States,USAL0162:1:US,"Dothan, Alabama, United States",Dothan
IDOUAL1,9.708,4.042,CM,Cameroon,CMXX5273:1:CM,"Douala, Littoral, Cameroon",Douala
INDHIMEU3,15.268,12.86,TD,Chad,TDXX3653:1:TD,"Douala, Hadjer-Lamis, Chad",Douala
I90582475,14.72,6.306,CM,Cameroon,CMXX0264:1:CM,"Douala, Adamawa, Cameroon",Douala
IBERBR1,13.935,3.219,CM,Cameroon,CMXX4983:1:CM,"Douala, East, Cameroon",Douala
KGADOUGL153,-82.85,31.509,US,United States,USGA0177:1:US,"Douglas, Georgia, United States",Douglas
IDOUGLAS17,-4.478,54.15,IM,Isle of Man,IMXX0002:1:IM,"Douglas, Isle of Man",Douglas
IDOUGLAS22,-8.436,51.878,IE,Ireland,IEXX2554:1:IE,"Douglas, Cork, Ireland",Douglas
KAZDOUGL11,-109.538,31.347,US,United States,USAZ0058:1:US,"Douglas, Arizona, United States",Douglas
KWYDOUGL53,-105.383,42.76,US,United States,USWY0128:1:US,"Douglas, Wyoming, United States",Douglas
IDRESDEN546,13.738,51.049,DE,Germany,DEXX0025:1:DE,"Dresden, Saxony, Germany",Dresden
KTNDRESD6,-88.708,36.291,US,United States,USTN0146:1:US,"Dresden, Tennessee, United States",Dresden
KOHDRESD8,-82.011,40.121,US,United States,USOH0268:1:US,"Dresden, Ohio, United States",Dresden
KMEDRESD2,-69.741,44.089,US,United States,USME0110:1:US,"Dresden, Maine, United States",Dresden
KKSSELDE15,-100.422,39.624,US,United States,USKS0157:1:US,"Dresden, Kansas, United States",Dresden
KNYDRESD2,-76.956,42.684,US,United States,USNY0396:1:US,"Dresden, New York, United States",Dresden
ICHATH34,-82.18,42.591,CA,Canada,CAXX1375:1:CA,"Dresden, Ontario, Canada",Dresden
KMEDRESD2,-69.724,44.107,US,United States,USME0110:1:US,"Dresden Mills, Maine, United States",Dresden
IDUBAI90,55.292,25.265,AE,United Arab Emirates,AEXX0174:1:AE,"Dubai, Dubai, United Arab Emirates",Dubai
INPARAKA2,30.961,2.947,UG,Uganda,UGXX3484:1:UG,"Dubai, Arua, Uganda",Dubai
KOHDUBLI56,-83.114,40.099,US,United States,USOH0269:1:US,"Dublin, Ohio, United States",Dublin
IDUBLI26,-6.248,53.403,IE,Ireland,IEXX5177:1:IE,"Dublin, County Dublin, Ireland",Dublin
KCADUBLI80,-121.936,37.702,US,United States,USCA0314:1:US,"Dublin, California, United States",Dublin
KGADUBLI24,-82.904,32.54,US,United States,USGA0182:1:US,"Dublin, Georgia, United States",Dublin
KVADUBLI5,-80.685,37.106,US,United States,USVA0229:1:US,"Dublin, Virginia, United States",Dublin
KTXDUBLI20,-98.342,32.086,US,United States,USTX0387:1:US,"Dublin, Texas, United States",Dublin
KPADUBLI3,-75.202,40.372,US,United States,USPA0431:1:US,"Dublin, Pennsylvania, United States",Dublin
KNHDUBLI5,-72.063,42.908,US,United States,USNH0056:1:US,"Dublin, New Hampshire, United States",Dublin
KNCBLADE11,-78.726,34.657,US,United States,USNC0188:1:US,"Dublin, North Carolina, United States",Dublin
IDUBRO12,18.092,42.65,HR,Croatia,HRXX1274:1:HR,"Dubrovnik, Dubrovnik-Neretva, Croatia",Dubrovnik
IDUISB109,6.76,51.435,DE,Germany,DEXX0027:1:DE,"Duisburg, North Rhine-Westphalia, Germany",Duisburg
IDUISB48,6.712,51.414,DE,Germany,DEXX9239:1:DE,"Duisburg-Hochemmerich, Duisburg, North Rhine-Westphalia, Germany",Duisburg
IDUISB72,6.751,51.366,DE,Germany,DEXX9261:1:DE,"Duisburg-Huckingen, Duisburg, North Rhine-Westphalia, Germany",Duisburg
IDINSLAK61,6.719,51.548,DE,Germany,DEXX9548:1:DE,"Duisburg-Overbruch, Duisburg, North Rhine-Westphalia, Germany",Duisburg
IDUISB82,6.745,51.527,DE,Germany,DEXX9138:1:DE,"Duisburg-Aldenrade, Duisburg, North Rhine-Westphalia, Germany",Duisburg
IDUISB156,6.687,51.451,DE,Germany,DENW4043:1:DE,"Duisburg-Hochheide, Duisburg, North Rhine-Westphalia, Germany",Duisburg
KMNDULUT288,-92.125,46.773,US,United States,USMN0208:1:US,"Duluth, Minnesota, United States",Duluth
KGADULUT51,-84.144,34.003,US,United States,USGA0184:1:US,"Duluth, Georgia, United States",Duluth
KMNDULUT100,-92.131,46.801,US,United States,USMN0208:1:US,"Duluth Heights, Duluth, Minnesota, United States",Duluth
KMNDULUT318,-92.186,46.735,US,United States,USMN0932:1:US,"West Duluth, Duluth, Minnesota, United States",Duluth
KMNDULUT21,-92.226,46.66,US,United States,USWI0798:1:US,"New Duluth, Duluth, Minnesota, United States",Duluth
IDUMAG8,123.308,9.305,PH,Philippines,PHNG0043:1:PH,"Dumaguete, Negros Oriental, Philippines",Dumaguete
ISIAK1,101.447,1.663,ID,Indonesia,IDRI0157:1:ID,"Dumai, Riau, Indonesia",Dumai
ISIAK1,101.446,1.684,ID,Indonesia,IDRI0157:1:ID,"Dumai Kota, 28811, Dumai Kota, Dumai, Riau, Indonesia",Dumai
ISIAK1,101.432,1.658,ID,Indonesia,IDRI0157:1:ID,"Dumai Selatan, Dumai, Riau, Indonesia",Dumai
ISIAK1,101.458,1.668,ID,Indonesia,IDRI0157:1:ID,"Dumai Timur, Dumai, Riau, Indonesia",Dumai
ISIAK1,101.424,1.674,ID,Indonesia,IDRI0431:1:ID,"Dumai Barat, Dumai, Riau, Indonesia",Dumai
KSCDUNCA35,-82.145,34.938,US,United States,USSC0093:1:US,"Duncan, South Carolina, United States",Duncan
KOKDUNCA69,-97.958,34.502,US,United States,USOK0164:1:US,"Duncan, Oklahoma, United States",Duncan
IDUNCAN2,-123.708,48.779,CA,Canada,CAXX7050:1:CA,"Duncan, British Columbia, Canada",Duncan
IDUNDA3,-6.401,54.005,IE,Ireland,IEXX0259:1:IE,"Dundalk, Louth, Ireland",Dundalk
KMDDUNDA25,-76.524,39.257,US,United States,USMD0132:1:US,"Dundalk, Maryland, United States",Dundalk
IGREYH10,-80.397,44.169,CA,Canada,CAXX1381:1:CA,"Dundalk, Ontario, Canada",Dundalk
IYTCARCR2,-134.85,60.049,CA,Canada,CAYT0033:1:CA,"Dundalk, Yukon, Canada",Dundalk
KMDDUNDA19,-76.528,39.251,US,United States,USMD0132:1:US,"Dundalk Marine Terminal, Dundalk, Maryland, United States",Dundalk
KMDDUNDA25,-76.501,39.254,US,United States,USMD0132:1:US,"Dundalk Mobile Home Court, Dundalk, Maryland, United States",Dundalk
IDUNDEE16,-2.97,56.461,GB,United Kingdom,GBXX0045:1:GB,"Dundee, Dundee, Scotland, United Kingdom",Dundee
KMIDUNDE8,-83.66,41.957,US,United States,USMI0243:1:US,"Dundee, Michigan, United States",Dundee
IENDUM1,30.234,-28.167,ZA,South Africa,ZAXX0168:1:ZA,"Dundee, KwaZulu-Natal, South Africa",Dundee
KFLDUNDE8,-81.619,28.023,US,United States,USFL0118:1:US,"Dundee, Florida, United States",Dundee
KMSDUNDE3,-90.456,34.524,US,United States,USMS0104:1:US,"Dundee, Mississippi, United States",Dundee
KORDUNDE28,-123.011,45.278,US,United States,USOR0107:1:US,"Dundee, Oregon, United States",Dundee
KNYDUNDE18,-76.977,42.523,US,United States,USNY0399:1:US,"Dundee, New York, United States",Dundee
KOHDOVER5,-81.608,40.587,US,United States,USOH0272:1:US,"Dundee, Ohio, United States",Dundee
KKSGREAT29,-98.891,38.309,US,United States,USKS0461:1:US,"Dundee, Kansas, United States",Dundee
IDUNED21,170.504,-45.874,NZ,New Zealand,NZXX2791:1:NZ,"Dunedin, Otago, New Zealand",Dunedin
KFLDUNED73,-82.772,28.02,US,United States,USFL0119:1:US,"Dunedin, Florida, United States",Dunedin
INKONKOB2,26.789,-32.451,ZA,South Africa,ZAXX1521:1:ZA,"Dunedin, Eastern Cape, South Africa",Dunedin
IDUNED21,170.504,-45.875,NZ,New Zealand,NZXX2791:1:NZ,"Dunedin Central, Dunedin, Otago, New Zealand",Dunedin
KFLCLEAR139,-82.781,28.0,US,United States,USFL0119:1:US,"Dunedin Mobile Manor, Dunedin, Florida, United States",Dunedin
KFLDUNED49,-82.792,28.008,US,United States,USFL0119:1:US,"Dunedin Marina, Dunedin, Florida, United States",Dunedin
IDUNKI7,2.377,51.035,FR,France,FRXX0151:1:FR,"Dunkirk, Nord, France",Dunkirk
KNYDUNKI28,-79.334,42.48,US,United States,USNY0400:1:US,"Dunkirk, New York, United States",Dunkirk
KMDDUNKI8,-76.661,38.722,US,United States,USMD0133:1:US,"Dunkirk, Maryland, United States",Dunkirk
KINDUNKI12,-85.209,40.375,US,United States,USIN0167:1:US,"Dunkirk, Indiana, United States",Dunkirk
KOHDUNKI2,-83.643,40.789,US,United States,USOH0273:1:US,"Dunkirk, Ohio, United States",Dunkirk
IDSSELDO686,6.776,51.225,DE,Germany,DEXX0028:1:DE,"Düsseldorf, North Rhine-Westphalia, Germany",Düsseldorf
IDSSEL23,6.734,51.217,DE,Germany,DEXX9215:1:DE,"Düsseldorf Hafen, Düsseldorf, North Rhine-Westphalia, Germany",Düsseldorf
IDSSELDO705,6.773,51.222,DE,Germany,DEXX0028:1:DE,"Carlstadt, Düsseldorf, North Rhine-Westphalia, Germany",Düsseldorf
IDSSEL106,6.736,51.301,DE,Germany,DEXX9288:1:DE,"Kaiserswerth, Düsseldorf, North Rhine-Westphalia, Germany",Düsseldorf
IENGLAND874,0.296,50.769,GB,United Kingdom,GBXX1139:1:GB,"Eastbourne, East Sussex, England, United Kingdom",Eastbourne
INEWCA795,30.14,-27.8,ZA,South Africa,ZAXX9294:1:ZA,"Eastbourne, KwaZulu-Natal, South Africa",Eastbourne
KWIEAUCL33,-91.498,44.811,US,United States,USWI0204:1:US,"Eau Claire, Wisconsin, United States",Eau Claire
KMIEAUCL8,-86.3,41.985,US,United States,USMI0255:1:US,"Eau Claire, Michigan, United States",Eau Claire
KPAEMLEN1,-79.798,41.136,US,United States,USPA0468:1:US,"Eau Claire, Pennsylvania, United States",Eau Claire
KMAEDGAR14,-70.513,41.389,US,United States,USMA0132:1:US,"Edgartown, Massachusetts, United States",Edgartown
IEDINB99,-3.188,55.953,GB,United Kingdom,GBSC4771:1:GB,"Edinburgh, City of Edinburgh, Scotland, United Kingdom",Edinburgh
KINEDINB14,-85.967,39.354,US,United States,USIN0177:1:US,"Edinburgh, Indiana, United States",Edinburgh
IEDMON11,-113.508,53.535,CA,Canada,CAXX0126:1:CA,"Edmonton, Alberta, Canada",Edmonton
KKYSUMME1,-85.612,36.98,US,United States,USKY0858:1:US,"Edmonton, Kentucky, United States",Edmonton
IEDMON17,-113.463,53.565,CA,Canada,CAXX0126:1:CA,"Edmonton Northlands, Edmonton, Alberta, Canada",Edmonton
IEDMON120,-113.509,53.573,CA,Canada,CAXX0126:1:CA,"Edmonton Municipal Airport, Edmonton, Alberta, Canada",Edmonton
IEDMON125,-113.473,53.446,CA,Canada,CAXX4994:1:CA,"Edmonton Research and Development Park, Edmonton, Alberta, Canada",Edmonton
IEDMON155,-113.376,53.686,CA,Canada,CAXX5654:1:CA,"Edmonton Energy and Technology Park, Edmonton, Alberta, Canada",Edmonton
IEILAT7,34.95,29.557,IL,Israel,ILXX0005:1:IL,"Eilat, Southern District, Israel",Eilat
IEINDHOV168,5.479,51.439,NL,Netherlands,NLXX5238:1:NL,"Eindhoven, North Brabant, Netherlands",Eindhoven
IEINDHOV169,5.388,51.452,NL,Netherlands,NLXX5912:1:NL,"Eindhoven Airport, Eindhoven, North Brabant, Netherlands",Eindhoven
IPUERT147,119.39,11.18,PH,Philippines,PHFI0214:1:PH,"El Nido, Palawan, Philippines",El Nido
KCACHOWC17,-120.492,37.135,US,United States,USCA0339:1:US,"El Nido, California, United States",El Nido
KTXELPAS413,-106.441,31.787,US,United States,USTX0413:1:US,"El Paso, Texas, United States",El Paso
IELPAS40,-73.75,9.659,CO,Colombia,COCS0219:1:CO,"El Paso, Cesar, Colombia",El Paso
KILELPAS7,-89.016,40.739,US,United States,USIL0354:1:US,"El Paso, Illinois, United States",El Paso
IELPAS38,-17.88,28.651,ES,Spain,ESTF0030:1:ES,"El Paso, Santa Cruz de Tenerife Province, Santa Cruz de Tenerife, Spain",El Paso
KARAUSTI8,-92.095,35.126,US,United States,USAR0171:1:US,"El Paso, Arkansas, United States",El Paso
KTXELPAS276,-106.612,31.846,US,United States,USNM0294:1:US,"El Paso, New Mexico, United States",El Paso
IELCHE52,-0.699,38.265,ES,Spain,ESXX0035:1:ES,"Elche, Alicante, Spain",Elche
KNJELIZA19,-74.211,40.664,US,United States,USNJ0134:1:US,"Elizabeth, New Jersey, United States",Elizabeth
KPAELIZA17,-79.89,40.269,US,United States,USPA0482:1:US,"Elizabeth, Pennsylvania, United States",Elizabeth
KNVELKO24,-115.763,40.832,US,United States,USNV0024:1:US,"Elko, Nevada, United States",Elko
KGAELKO2,-83.721,32.341,US,United States,USGA0192:1:US,"Elko, Georgia, United States",Elko
KMNELKO11,-93.341,44.565,US,United States,USMN0847:1:US,"Elko, Minnesota, United States",Elko
IEASTK11,-115.117,49.3,CA,Canada,CAXX1410:1:CA,"Elko, British Columbia, Canada",Elko
IGOING5,12.302,47.514,AT,Austria,ATTO0145:1:AT,"Ellmau, Tyrol, Austria",Ellmau
KCACARDI12,-117.292,33.037,US,United States,USCA0180:1:US,"Encinitas, California, United States",Encinitas
KCAENCIN765,-117.289,33.041,US,United States,USCA0353:1:US,"Encinitas Highlands, Encinitas, California, United States",Encinitas
KCAENCIN789,-117.277,33.067,US,United States,USCA0353:1:US,"Encinitas Ranch, Encinitas, California, United States",Encinitas
IENGELBE29,8.404,46.822,CH,Switzerland,CHXX0040:1:CH,"Engelberg, Obwalden, Switzerland",Engelberg
IENNA7,14.281,37.567,IT,Italy,ITSI1220:1:IT,"Enna, Enna, Italy",Enna
IENSCH113,6.894,52.221,NL,Netherlands,NLXX0183:1:NL,"Enschede, Overijssel, Netherlands",Enschede
IPINAL34,6.45,48.175,FR,France,FRXX0152:1:FR,"Épinal, Vosges, France",Épinal
IPINAL19,6.472,48.182,FR,France,FRXX0152:1:FR,"Epinal Est, Épinal, Vosges, France",Épinal
ICHANT9,6.436,48.173,FR,France,FRLO0256:1:FR,"Epinal Ouest Notre Dame de Lorette, Épinal, Vosges, France",Épinal
ICHANT9,6.433,48.181,FR,France,FRLO0256:1:FR,"Epinal Ouest General Haxo Gendarmerie, Épinal, Vosges, France",Épinal
IERFUR91,11.029,50.978,DE,Germany,DEXX0033:1:DE,"Erfurt, Thuringia, Germany",Erfurt
KPAERIE185,-80.085,42.129,US,United States,USPA0509:1:US,"Erie, Pennsylvania, United States",Erie
KMIERIE8,-83.491,41.776,US,United States,USMI0273:1:US,"Erie, Michigan, United States",Erie
KCOERIE114,-105.05,40.05,US,United States,USCO0129:1:US,"Erie, Colorado, United States",Erie
KILERIE2,-90.079,41.656,US,United States,USIL0385:1:US,"Erie, Illinois, United States",Erie
KKSERIE3,-95.243,37.568,US,United States,USKS0182:1:US,"Erie, Kansas, United States",Erie
IERLAN53,11.004,49.598,DE,Germany,DEXX0034:1:DE,"Erlangen, Bavaria, Germany",Erlangen
IESBJE21,8.452,55.466,DK,Denmark,DKXX0010:1:DK,"Esbjerg, Southern Denmark, Denmark",Esbjerg
IESSAO4,-9.762,31.512,MA,Morocco,MAXX0021:1:MA,"Essaouira, Marrakesh-Safi, Morocco",Essaouira
IESSEN643,7.016,51.458,DE,Germany,DEXX0035:1:DE,"Essen, North Rhine-Westphalia, Germany",Essen
IESSEN643,7.009,51.456,DE,Germany,DEXX0035:1:DE,"Essen-Stadtkern, Essen, North Rhine-Westphalia, Germany",Essen
IESSEN637,4.47,51.468,BE,Belgium,BEXX5558:1:BE,"Essen, Antwerp, Belgium",Essen
IESTEP9,-5.147,36.427,ES,Spain,ESXX1259:1:ES,"Estepona, Málaga, Spain",Estepona
KOREUGEN321,-123.095,44.051,US,United States,USOR0118:1:US,"Eugene, Oregon, United States",Eugene
KMOEUGEN4,-92.404,38.353,US,United States,USMO0280:1:US,"Eugene, Missouri, United States",Eugene
KCAEUREK87,-124.164,40.802,US,United States,USCA0360:1:US,"Eureka, California, United States",Eureka
KMOEUREK6,-90.628,38.503,US,United States,USMO0282:1:US,"Eureka, Missouri, United States",Eureka
KILEUREK3,-89.273,40.721,US,United States,USIL0388:1:US,"Eureka, Illinois, United States",Eureka
KKSEUREK9,-96.289,37.824,US,United States,USKS0186:1:US,"Eureka, Kansas, United States",Eureka
KUTEUREK4,-112.12,39.954,US,United States,USUT0076:1:US,"Eureka, Utah, United States",Eureka
KMTEUREK29,-115.053,48.88,US,United States,USMT0110:1:US,"Eureka, Montana, United States",Eureka
KNVEUREK8,-115.961,39.512,US,United States,USNV0027:1:US,"Eureka, Nevada, United States",Eureka
KINEVANS198,-87.556,37.975,US,United States,USIN0190:1:US,"Evansville, Indiana, United States",Evansville
KWIEVANS8,-89.299,42.78,US,United States,USWI0232:1:US,"Evansville, Wisconsin, United States",Evansville
KWYEVANS53,-106.27,42.861,US,United States,USWY0055:1:US,"Evansville, Wyoming, United States",Evansville
KMNEVANS4,-95.683,46.004,US,United States,USMN0245:1:US,"Evansville, Minnesota, United States",Evansville
KILEVANS59,-89.938,38.09,US,United States,USIL0390:1:US,"Evansville, Illinois, United States",Evansville
IWESTNIP3,-79.896,46.39,CA,Canada,CAON2721:1:CA,"Evansville, Ontario, Canada",Evansville
KARCANEH1,-94.497,35.795,US,United States,USAR0184:1:US,"Evansville, Arkansas, United States",Evansville
KWAEVERE104,-122.201,47.967,US,United States,USWA0140:1:US,"Everett, Washington, United States",Everett
KMAEVERE6,-71.054,42.408,US,United States,USMA0136:1:US,"Everett, Massachusetts, United States",Everett
KPAEVERE6,-78.373,40.011,US,United States,USPA0515:1:US,"Everett, Pennsylvania, United States",Everett
INORTH183,-67.31,47.05,CA,Canada,CAXX1981:1:CA,"Everett, New Brunswick, Canada",Everett
IADJAL3,-79.938,44.196,CA,Canada,CAON2019:1:CA,"Everett, Ontario, Canada",Everett
KFLEVERG1,-81.369,25.847,US,United States,USFL0079:1:US,"Everglades City, Florida, United States",Everglades City
IEXETER22,-3.527,50.726,GB,United Kingdom,GBXX9255:1:GB,"Exeter, Devon, England, United Kingdom",Exeter
KNHEXETE38,-70.948,42.981,US,United States,USNH0073:1:US,"Exeter, New Hampshire, United States",Exeter
KCAEXETE7,-119.142,36.296,US,United States,USCA0361:1:US,"Exeter, California, United States",Exeter
KRIEXETE21,-71.538,41.577,US,United States,USRI0018:1:US,"Exeter, Rhode Island, United States",Exeter
KPAEXETE8,-75.819,41.321,US,United States,USPA1929:1:US,"Exeter, Pennsylvania, United States",Exeter
IEXETE101,-81.48,43.345,CA,Canada,CAXX1437:1:CA,"Exeter, Ontario, Canada",Exeter
KNEEXETE2,-97.45,40.644,US,United States,USNE0178:1:US,"Exeter, Nebraska, United States",Exeter
KMEEXETE3,-69.139,44.963,US,United States,USME0139:1:US,"Exeter, Maine, United States",Exeter
IZE80,7.362,43.729,FR,France,FRXX3154:1:FR,"Èze, Alpes-Maritimes, France",Èze
IFAENZ3,11.883,44.286,IT,Italy,ITER1406:1:IT,"Faenza, Ravenna, Italy",Faenza
KAKFAIRB104,-147.717,64.838,US,United States,USAK0083:1:US,"Fairbanks, Alaska, United States",Fairbanks
KINFARME2,-87.522,39.219,US,United States,USIN0192:1:US,"Fairbanks, Indiana, United States",Fairbanks
IFALMO19,-5.069,50.155,GB,United Kingdom,GBXX0806:1:GB,"Falmouth, Cornwall, England, United Kingdom",Falmouth
KMAFALMO70,-70.615,41.551,US,United States,USMA0139:1:US,"Falmouth, Massachusetts, United States",Falmouth
KMEFALMO24,-70.242,43.73,US,United States,USME0141:1:US,"Falmouth, Maine, United States",Falmouth
IMONTE482,-77.666,18.495,JM,Jamaica,JMXX0001:1:JM,"Falmouth, Trelawny, Jamaica",Falmouth
KKYFALMO5,-84.33,38.677,US,United States,USKY0891:1:US,"Falmouth, Kentucky, United States",Falmouth
KMEFALMO38,-70.208,43.735,US,United States,USME0513:1:US,"Falmouth Foreside, Maine, United States",Falmouth
INOVASCO40,-64.164,44.997,CA,Canada,CANS0600:1:CA,"Falmouth, Nova Scotia, Canada",Falmouth
KMIFALMO3,-85.087,44.244,US,United States,USMI0282:1:US,"Falmouth, Michigan, United States",Falmouth
I04DHERI6,33.925,35.129,CY,Cyprus,CYXX0696:1:CY,"Famagusta, Famagusta, Cyprus",Famagusta
IFANO28,13.015,43.842,IT,Italy,ITMR1166:1:IT,"Fano, Pesaro and Urbino, Italy",Fano
KNDFARGO37,-96.79,46.877,US,United States,USND0115:1:US,"Fargo, North Dakota, United States",Fargo
KOKFARGO4,-99.624,36.376,US,United States,USOK0188:1:US,"Fargo, Oklahoma, United States",Fargo
KGAFARGO2,-82.567,30.682,US,United States,USGA0208:1:US,"Fargo, Georgia, United States",Fargo
IFAROMUN4,-7.935,37.016,PT,Portugal,PTXX0013:1:PT,"Faro, Faro, Portugal",Faro
IMOJUD2,-56.746,-2.174,BR,Brazil,BRXX1823:1:BR,"Faro, Pará, Brazil",Faro
IPO281,-1.591,11.452,BF,Burkina Faso,BFXX8560:1:BF,"Faro, Ziro, Burkina Faso",Faro
